scodec-bits_2.12,1.1.11,Three-clause BSD-style,Approved,"","",""
scopt_2.12,4.0.0-RC2,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
shapeless_2.12,2.3.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
shims,0.7.45,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
signalfx-codahale,0.0.48,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
slf4j-api,1.7.25,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
slf4j-log4j12,1.7.25,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
snakeyaml,1.24,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
snappy-java,1.1.7.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
sourcecode_2.12,0.1.7,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
spark-bigquery-with-dependencies_2.12,0.13.1-beta,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
spark-catalyst_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-core_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-graphx_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-kvstore_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-launcher_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-mllib_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-mllib-local_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-network-common_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-network-shuffle_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-sketch_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-sql_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
sparksql-scalapb_2.12,0.9.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
spark-streaming_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-tags_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spark-unsafe_2.12,2.4.3,Apache 2.0 License,Approved,"","",""
spire_2.12,0.13.0,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
spire-macros_2.12,0.13.0,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
stax2-api,3.1.4,BSD,Approved,http://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29,"",""
stream,2.7.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
test-interface,1.0,BSD,Approved,http://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29,"",""
token-provider,1.0.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
type-parser,0.5.0,The MIT License (MIT),Approved,"","",""
ujson_2.12,0.7.4,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
univocity-parsers,2.7.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
unused,1.0.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
upickle-core_2.12,0.7.4,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
validation-api,1.1.0.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
vault-java-driver,3.1.0,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
woodstox-core,5.0.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
xbean-asm6-shaded,4.8,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
xz,1.5,Public Domain,Approved,"","",""
zookeeper,3.4.6,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
zstd-jni,1.3.2-2,BSD 2-Clause License,Approved,"","",""
